response A record, cluster size
45.77.156.22,1
0.83.11.3,1
0.66.30.47,1
0.66.24.18,1
0.66.31.18,1
0.83.10.31,1
0.83.18.79,1
0.66.24.173,3
0.77.187.130,23
0.66.16.215,5
0.83.17.15,1
0.66.36.196,2
0.45.142.75,6
0.66.25.55,1
0.66.33.125,3
0.66.43.216,1
0.18.74.236,3
0.66.37.67,2
0.66.39.89,1
0.66.31.123,1
0.66.38.163,3
0.66.78.237,1
0.66.172.54,2
0.66.44.224,1
0.83.202.106,2
0.83.29.162,1
0.66.48.28,1
0.66.47.239,1
109.135.42.7,1
0.66.41.127,2
0.66.45.185,3
0.66.43.158,1
0.83.242.6,1
0.66.44.52,2
0.83.44.121,1
0.63.66.171,6
0.66.143.97,1
0.66.45.129,1
0.18.1.164,2
0.66.139.221,1
0.83.45.177,1
0.66.42.117,1
0.66.49.66,1
0.29.179.5,6
0.66.49.152,1
0.57.45.177,3
0.66.51.247,2
0.83.77.189,1
0.66.43.24,1
0.66.146.48,1
0.66.55.46,1
0.66.52.153,1
0.66.61.121,1
0.68.195.28,4
208.73.211.15,2
0.66.70.110,3
0.66.126.222,1
0.66.54.248,5
0.14.14.179,5
0.66.78.247,1
0.84.3.98,1
0.66.143.175,1
0.66.103.179,2
0.66.54.207,1
0.54.18.223,4
67.59.30.100,1
0.66.62.255,1
0.66.62.122,1
0.83.50.206,1
0.62.247.98,2
0.66.125.242,1
0.83.175.55,50
162.241.252.77,6
0.31.30.53,3
0.66.73.93,1
0.66.79.222,1
0.66.77.32,1
0.9.69.57,6
0.83.65.232,1
0.66.59.214,1
213.145.225.130,1
0.83.47.1,2
0.83.169.112,1
41.65.110.217,1
0.66.174.33,1
0.66.70.240,1
58.137.125.82,2
192.166.82.113,1
0.49.21.109,5
0.66.148.32,1
0.66.63.142,1
66.211.120.194,1
0.83.84.201,1
0.37.22.70,1
0.66.97.219,1
0.80.91.5,3
0.66.175.141,2
0.83.72.160,1
172.16.30.180,1
0.83.107.235,1
0.84.32.30,61
0.66.70.245,5
18.130.143.34,1
0.66.112.241,1
0.66.77.221,1
0.66.108.167,1
0.74.33.205,1
0.58.104.134,4
0.83.136.111,1
0.66.82.207,1
0.17.231.102,3
0.66.77.26,5
0.66.87.28,2
0.66.85.212,1
0.79.242.76,11
0.43.108.46,8
0.66.91.101,1
0.66.86.122,3
0.23.225.141,1
0.66.87.232,1
0.66.103.47,1
0.31.141.66,3
0.83.141.164,1
0.10.140.239,256
0.66.178.160,1
0.66.107.88,1
0.83.90.82,2
0.83.94.231,1
0.66.192.111,1
0.83.147.56,1
0.66.93.62,1
0.66.90.165,1
0.66.91.135,1
0.83.108.7,1
0.66.91.18,2
111.184.156.130,1
0.66.106.125,2
0.66.88.24,1
0.66.100.189,1
0.66.96.119,1
0.66.97.156,1
0.66.100.54,1
0.9.56.247,4
0.59.216.248,1
0.66.126.230,1
0.66.100.158,4
0.66.90.17,1
205.214.165.207,1
0.83.132.85,4
0.66.101.124,1
0.66.97.124,1
0.83.112.139,1
0.66.110.41,1
0.66.99.112,1
0.66.175.103,1
0.66.108.190,1
0.66.211.240,1
0.66.105.176,1
0.66.90.67,1
0.66.102.180,4
0.66.183.77,1
0.66.187.113,1
0.66.105.145,1
0.66.100.220,1
0.66.111.96,2
0.20.193.23,2
220.222.164.237,1
118.227.67.40,1
133.218.147.240,1
215.42.78.166,1
248.78.187.140,1
0.66.126.234,3
0.83.133.187,2
0.83.122.102,1
0.84.71.53,1
0.66.103.75,3
0.66.102.228,1
0.83.134.64,1
0.66.199.15,1
0.83.123.62,1
0.66.141.31,1
0.66.108.195,1
0.66.106.20,1
0.42.5.28,1
0.66.106.35,1
0.66.131.56,1
0.12.224.240,7
0.66.113.35,2
0.66.113.171,1
0.66.197.255,1
0.66.117.62,1
0.66.109.234,1
0.84.82.189,1
0.66.126.158,1
0.66.108.140,1
0.66.124.250,1
0.83.137.113,1
0.42.124.16,6
0.66.133.19,3
0.66.116.25,1
0.66.216.58,1
0.66.114.216,2
0.66.132.90,1
0.66.145.155,1
0.66.122.209,4
0.66.120.87,1
0.66.113.254,1
0.66.125.214,1
0.84.56.234,1
0.66.208.195,1
0.27.246.155,12
0.44.112.85,2
0.66.167.19,2
0.66.123.209,1
0.66.161.94,1
0.83.152.100,1
0.66.129.192,2
0.53.91.131,6
0.66.198.187,2
0.66.132.73,1
0.66.118.238,1
0.66.131.117,3
0.66.136.150,1
0.83.162.235,1
0.66.227.220,1
0.19.215.129,2
172.233.47.38,1
0.83.153.32,2
0.84.101.0,1
0.28.27.69,1
0.66.126.44,1
0.83.164.181,1
0.66.130.240,1
152.67.41.217,1
0.66.164.15,1
0.83.167.83,2
0.83.146.168,1
0.66.126.134,1
0.83.152.49,1
0.66.127.37,2
0.66.85.42,4
0.66.138.236,1
0.84.110.67,5
0.66.144.103,1
0.83.169.85,2
0.28.45.236,1
109.135.4.8,1
0.66.140.23,1
0.66.140.69,3
0.60.189.245,4
0.19.133.131,3
0.66.137.193,2
0.83.222.25,1
0.66.150.182,1
0.84.120.245,1
0.83.189.145,1
0.66.153.95,1
162.241.219.164,5
0.83.169.163,1
0.66.153.35,3
0.66.150.139,1
0.66.144.138,4
0.66.159.215,1
0.66.141.225,2
0.66.151.138,1
0.66.146.114,1
0.66.154.2,1
0.66.144.250,3
0.66.151.191,1
0.66.144.158,1
0.66.167.154,1
0.83.176.144,1
0.66.160.174,1
0.39.250.191,4
0.66.178.111,1
0.66.174.72,1
0.66.152.119,1
0.66.165.128,1
0.83.134.181,2
0.66.150.93,5
162.241.252.182,5
0.66.156.76,1
0.66.223.53,1
0.83.239.149,8
0.10.31.68,1
0.66.155.93,8
0.24.16.46,3
0.66.156.44,1
0.66.168.134,1
0.66.173.152,1
0.66.230.113,1
0.34.6.71,2
0.66.161.75,1
0.66.155.21,1
0.83.197.91,1
0.83.254.220,1
64.130.156.15,1
0.65.110.140,1
0.67.21.22,2
0.66.158.144,1
0.66.159.31,1
0.66.177.41,1
0.25.50.98,1
0.66.164.247,16
0.74.102.87,2
0.66.195.188,1
0.66.177.35,1
0.57.54.134,3
0.66.164.14,1
0.66.168.153,2
0.83.205.28,1
0.66.166.64,4
0.66.191.102,1
0.83.210.202,1
0.67.0.241,3
0.66.187.207,1
167.99.204.77,2
0.41.166.71,5
0.66.182.249,1
0.66.191.39,1
0.83.228.203,1
0.36.119.234,1
0.55.31.111,6
0.66.189.116,1
0.66.175.128,1
0.66.175.247,3
192.168.0.237,1
0.83.221.158,1
0.66.192.239,1
0.66.173.58,1
0.66.185.7,1
0.66.189.170,1
0.66.195.190,1
0.66.185.72,1
0.66.187.169,1
0.79.69.131,2
0.67.34.177,1
0.83.234.136,1
0.66.197.101,1
50.87.195.203,4
0.66.199.146,1
0.66.199.189,1
0.66.201.111,1
0.66.202.121,1
0.66.202.204,1
0.66.189.70,1
0.67.1.202,1
0.83.250.4,1
0.83.251.80,1
0.66.202.58,1
0.23.106.65,5
0.84.185.11,7
0.66.188.177,1
0.66.217.66,1
0.83.233.88,2
0.49.62.15,2
0.42.124.23,1
119.18.49.39,5
0.66.227.67,1
0.84.19.125,1
0.43.199.177,2
0.21.104.124,4
0.66.197.185,1
162.241.217.60,5
0.67.29.252,1
0.66.195.147,2
0.66.190.191,1
0.67.31.171,2
0.83.241.171,1
0.66.195.252,1
162.240.197.73,1
0.66.202.29,2
0.66.208.26,1
0.66.196.29,1
0.66.197.49,4
0.66.207.193,1
0.66.210.218,1
0.64.35.197,10
0.66.217.129,1
0.66.203.82,1
0.84.34.40,1
0.66.214.149,1
0.84.14.77,1
0.66.202.27,1
0.66.228.118,2
0.67.54.146,1
0.26.109.151,3
0.66.218.120,1
0.84.3.218,1
0.84.214.157,1
0.84.214.115,1
0.66.207.196,1
0.66.216.244,1
0.84.219.84,1
0.51.99.41,2
0.66.210.244,1
0.82.60.219,2
0.84.15.170,1
0.66.229.180,1
0.9.117.7,17
0.67.7.212,1
0.84.45.10,1
0.66.224.184,1
0.66.215.217,1
0.66.224.60,1
0.66.229.78,2
0.67.52.80,1
0.66.217.235,1
0.66.219.219,1
0.66.228.208,1
0.44.31.48,1
75.2.61.216,2
0.66.244.132,1
0.35.181.92,1
0.66.243.79,1
0.67.127.52,1
0.66.233.22,1
0.84.57.34,1
0.66.237.21,1
0.84.40.218,1
0.66.229.207,1
0.53.101.105,2
0.66.244.245,1
0.66.227.197,1
0.66.228.81,1
0.66.230.34,2
0.66.233.175,4
0.67.55.95,1
0.84.37.192,1
0.15.128.138,6
0.19.243.213,8
0.66.235.105,2
0.66.239.158,1
0.66.234.4,2
0.84.56.209,1
0.84.43.50,1
0.67.65.178,1
0.66.249.154,1
0.9.236.161,6
0.67.138.99,1
159.223.99.113,1
0.51.220.18,2
0.66.242.54,1
0.66.247.5,1
0.84.38.79,1
0.84.55.2,1
0.66.232.113,1
0.67.9.231,1
0.67.8.97,1
0.66.254.122,1
0.66.237.42,1
0.67.0.243,1
0.66.245.8,1
0.67.15.201,1
0.66.243.37,1
0.67.76.208,1
0.67.70.13,1
0.66.241.164,1
0.66.253.126,1
0.45.151.187,5
0.67.11.41,1
0.66.247.57,1
0.54.16.24,2
0.18.107.218,2
192.168.155.251,1
0.66.250.113,1
0.12.216.103,1
0.66.249.188,1
0.66.247.139,1
47.223.231.87,1
0.66.255.119,2
0.67.30.136,1
0.67.24.110,3
0.69.128.242,2
0.67.25.68,1
0.14.90.172,3
0.67.156.65,1
0.67.12.216,1
0.9.65.137,5
46.212.40.72,1
38.132.188.112,1
0.67.17.91,1
0.67.1.250,1
0.67.10.188,1
0.32.36.172,2
0.67.7.253,1
0.67.21.66,1
0.67.17.183,1
0.67.91.205,1
0.84.66.24,1
0.84.84.219,1
0.67.7.210,2
0.67.19.0,1
0.84.152.102,1
0.67.79.147,1
0.85.31.110,1
0.85.31.159,1
0.67.14.52,1
0.67.21.83,1
0.67.11.25,1
0.85.31.199,1
0.67.14.151,1
0.84.81.242,1
0.67.28.22,1
0.14.38.243,2
0.67.7.10,2
0.84.78.255,1
0.67.25.121,1
0.67.20.30,1
0.84.85.111,1
0.16.143.236,4
0.67.12.219,3
0.67.124.54,1
0.67.12.243,1
0.67.59.216,1
0.67.132.210,2
0.67.15.234,6
0.67.17.94,1
50.6.152.56,3
0.67.21.153,1
0.84.103.243,1
0.67.33.186,1
0.67.59.113,1
0.67.18.140,1
0.67.22.27,1
0.67.25.235,1
0.84.90.128,1
0.67.24.43,4
0.85.9.87,1
0.67.13.90,1
103.5.143.40,1
0.67.42.136,1
0.67.38.109,1
0.23.160.138,4
0.67.24.207,2
0.46.94.57,2
0.67.26.59,1
0.67.23.100,1
0.67.26.12,1
0.67.175.205,1
0.67.42.42,1
0.67.31.154,2
0.16.19.218,7
0.84.128.32,1
0.67.47.55,1
0.67.43.214,1
0.67.39.75,1
0.67.39.128,1
0.67.38.50,1
0.67.43.95,1
176.31.179.191,3
0.67.37.2,1
51.89.93.192,1
0.67.41.31,1
0.53.124.189,6
0.84.179.77,1
0.67.45.237,1
0.67.61.167,1
0.84.111.9,1
0.67.37.248,1
0.47.221.70,2
0.67.44.54,2
0.67.51.229,1
0.68.45.189,87
0.67.79.106,1
0.67.63.40,1
0.67.70.82,1
0.84.136.203,1
0.67.39.240,1
0.67.49.73,1
0.67.48.169,1
0.68.178.35,2
0.17.222.72,2
0.67.48.235,1
216.12.230.217,1
0.67.42.139,1
0.11.17.38,2
0.67.60.122,1
0.67.67.60,1
0.67.58.98,1
0.67.53.121,2
103.5.143.66,1
0.67.45.121,1
0.67.46.142,1
0.67.197.11,1
0.67.50.36,1
0.55.217.158,2
0.58.255.76,2
0.26.200.227,2
0.67.72.79,1
0.84.129.128,1
0.67.59.52,1
0.67.49.36,6
0.67.62.19,1
0.67.60.108,2
0.57.42.125,3
0.67.54.168,1
0.85.92.76,102
0.67.46.205,9
0.67.57.248,1
0.67.46.165,2
0.67.86.173,1
0.67.51.193,2
0.67.71.24,3
0.67.62.97,2
0.67.79.248,1
0.67.149.216,1
0.67.65.232,1
0.67.151.156,2
0.67.64.172,1
0.67.53.251,1
0.67.66.210,1
0.84.147.151,1
0.84.137.201,1
0.85.99.128,11
0.67.66.195,1
0.67.78.64,1
0.67.101.165,1
0.67.92.204,1
0.67.140.238,1
0.67.88.114,2
0.85.106.191,1
0.85.105.9,1
0.85.107.22,1
0.84.144.63,1
0.52.108.123,7
0.13.12.57,5
0.67.135.93,1
0.67.200.197,3
0.84.156.69,1
0.67.114.2,1
0.67.83.11,1
0.85.111.44,1
0.67.243.67,2
0.67.74.86,1
0.67.79.190,1
0.67.95.93,1
0.42.227.187,2
0.67.68.211,1
0.67.80.142,1
119.18.49.49,3
0.67.71.228,2
0.67.83.83,1
0.67.101.55,2
0.67.171.107,1
0.67.77.225,1
0.67.88.91,3
0.84.7.231,2
0.67.86.119,1
0.67.165.102,1
0.67.74.46,1
0.67.83.109,1
0.67.79.86,1
0.67.86.90,2
0.67.90.24,1
0.67.229.241,1
0.16.88.112,2
0.84.165.162,1
0.84.173.0,1
0.67.85.232,1
0.24.76.233,7
0.67.109.34,1
0.67.88.12,1
0.67.110.151,2
0.67.243.22,1
0.67.104.223,1
0.84.178.237,1
0.67.121.100,1
0.26.188.41,6
0.84.170.164,1
0.84.174.191,1
0.67.82.177,1
0.67.252.206,1
0.54.248.244,2
0.67.86.239,1
0.55.13.26,2
0.67.91.177,1
0.19.10.74,3
0.67.94.122,1
0.67.114.103,1
0.84.188.45,1
0.67.98.44,1
0.67.106.157,2
0.67.103.80,1
0.67.101.31,2
0.84.227.224,1
0.67.99.203,1
0.66.18.35,2
0.67.105.156,1
0.67.102.210,1
0.67.96.159,1
0.85.11.251,1
0.84.94.79,1
0.67.98.196,1
165.232.129.20,1
0.67.102.35,1
0.67.142.147,1
0.67.221.255,1
0.67.112.120,1
0.59.180.58,4
0.67.102.73,2
0.67.105.242,1
0.67.104.248,1
0.67.103.182,1
0.67.99.58,1
0.67.230.25,1
0.84.195.135,1
0.67.109.234,1
0.85.157.19,1
0.84.194.123,1
0.67.105.216,1
0.67.110.162,1
0.67.147.250,2
0.67.111.230,1
0.67.110.51,1
0.67.114.41,2
0.52.182.231,6
0.84.204.165,1
0.67.109.117,1
0.67.209.124,1
0.84.198.61,1
0.67.126.29,1
0.67.101.250,12
0.67.116.86,1
0.67.133.21,1
0.84.201.3,1
0.67.109.87,1
0.84.213.145,1
0.67.152.75,1
0.14.91.232,6
0.67.193.97,1
0.67.122.91,3
0.84.210.194,1
0.67.128.239,1
0.67.113.18,1
0.43.253.52,2
0.67.124.101,1
0.67.114.247,7
0.84.228.46,1
0.19.215.31,4
0.67.118.179,1
0.67.116.200,1
0.67.122.213,1
0.84.228.78,1
0.67.132.255,2
0.67.127.233,2
0.67.155.142,1
0.14.94.158,1
0.67.120.3,1
0.67.129.12,1
0.67.137.77,1
0.67.121.109,1
0.67.207.204,1
0.67.137.255,1
0.84.226.116,1
0.72.248.28,3
0.67.149.119,1
0.24.60.162,6
0.55.119.191,3
0.67.167.82,1
0.84.239.42,1
0.85.199.20,1
0.67.142.164,1
0.67.152.15,1
0.84.237.252,1
0.67.130.56,1
0.44.41.66,1
0.67.145.217,1
0.85.203.202,1
0.10.216.70,8
0.67.181.120,1
0.67.139.91,1
0.68.13.39,1
0.67.140.161,1
0.67.137.51,2
0.67.199.172,2
0.67.150.193,1
0.67.151.98,1
0.67.157.181,1
0.67.147.27,2
0.67.145.158,1
0.67.137.153,1
0.67.146.203,2
0.67.157.123,1
104.182.40.34,1
0.85.216.239,1
0.67.152.55,3
0.67.148.133,1
0.85.95.34,1
0.67.158.229,1
0.67.159.186,1
0.67.149.199,2
0.67.163.132,1
0.18.71.241,2
0.67.161.59,1
0.67.158.120,1
0.67.158.1,1
0.64.28.164,1
0.67.173.76,1
0.67.154.27,2
0.67.191.147,1
0.67.169.20,2
0.68.67.40,1
0.50.129.6,5
0.67.174.37,1
0.85.14.238,3
0.67.157.169,3
162.240.197.85,1
0.85.16.10,1
0.67.158.72,1
0.85.235.198,1
0.67.166.60,1
0.67.248.30,1
0.67.171.70,1
0.67.184.60,1
0.67.181.206,1
0.67.178.139,1
0.68.159.122,3
0.67.162.16,2
0.25.229.128,5
0.85.21.29,1
0.67.158.109,12
0.85.13.248,1
0.67.175.50,1
0.67.164.74,1
0.67.170.39,2
0.67.165.200,1
0.67.172.133,1
0.67.166.43,1
0.67.178.79,1
0.67.218.15,1
0.67.181.124,1
0.67.170.204,2
0.67.180.59,1
0.67.172.224,3
0.85.29.47,1
0.67.171.217,1
88.129.82.144,1
0.85.255.102,1
0.67.198.139,1
0.67.176.85,5
0.67.192.21,1
0.67.185.207,1
0.67.194.123,2
0.85.94.162,2
0.85.32.24,1
0.86.3.133,1
0.67.197.59,1
0.67.188.54,1
0.67.189.223,1
0.86.5.48,1
0.68.28.131,1
0.86.5.240,1
0.67.192.184,1
0.67.192.173,1
0.67.186.201,2
0.67.188.62,3
0.67.195.148,1
0.67.196.72,1
0.66.54.102,5
0.68.94.47,1
0.67.221.106,1
0.67.190.194,1
0.85.55.105,8
0.68.80.199,1
0.67.186.119,1
0.86.12.39,1
0.67.184.244,1
0.64.172.114,4
0.68.31.229,1
0.67.223.29,2
61.43.133.2,1
0.67.214.8,1
0.67.190.22,1
0.85.72.154,1
0.40.68.185,2
0.67.189.26,2
0.67.190.130,1
0.68.28.20,1
0.67.194.103,1
162.214.80.70,4
0.67.200.243,1
0.67.206.217,1
0.67.203.221,1
0.67.218.196,1
0.68.26.76,1
0.67.208.76,1
0.67.203.220,2
0.67.195.152,1
0.67.209.254,2
0.85.53.168,1
0.67.208.193,1
0.67.208.113,1
0.67.211.134,1
0.85.51.132,1
0.67.220.175,1
0.67.205.42,2
0.68.47.158,3
0.86.34.181,3
0.67.201.99,2
0.67.214.129,1
0.85.58.199,1
0.67.205.171,3
0.67.209.179,2
0.67.232.152,1
0.67.217.139,1
0.67.215.252,1
0.67.213.17,2
77.107.37.245,1
162.241.217.147,5
0.86.38.91,1
0.67.213.199,1
70.40.136.30,1
0.67.233.78,1
0.67.212.137,1
0.67.207.206,1
0.67.217.53,1
0.67.110.240,11
0.67.223.26,1
0.19.246.73,4
0.67.216.46,1
0.67.228.188,1
0.67.221.42,1
0.68.53.185,1
0.67.226.99,1
0.67.227.192,1
0.67.219.74,1
0.67.219.145,1
0.67.215.253,1
0.67.226.144,1
0.80.204.33,10
0.67.228.151,2
0.28.30.221,3
0.67.237.251,1
192.63.69.100,1
0.68.17.108,1
0.85.223.61,190
193.233.206.184,1
0.68.51.155,2
5.79.66.145,2
125.101.166.58,1
0.67.223.191,1
0.67.221.133,1
0.59.91.149,3
0.67.236.7,1
0.86.63.119,1
0.68.53.116,1
0.67.229.181,1
0.85.88.144,1
0.67.223.12,1
0.67.241.192,1
0.52.118.194,1
0.68.72.102,2
0.85.100.79,1
0.19.42.250,1
0.85.93.213,1
0.67.241.139,1
0.67.239.199,1
0.67.231.9,1
0.67.233.218,1
0.68.79.59,1
0.26.250.172,2
0.67.231.125,1
0.67.243.181,1
91.203.80.7,1
0.29.225.57,4
0.86.82.136,2
0.86.62.45,2
0.68.79.229,1
0.33.168.158,3
0.33.168.27,3
0.68.65.79,1
0.67.247.31,3
0.67.245.204,1
0.86.86.116,1
0.68.3.3,1
0.67.247.40,1
0.22.92.102,1
0.67.254.24,5
0.67.253.123,3
0.39.73.92,27
0.67.237.70,4
0.67.247.101,1
0.67.254.14,1
0.67.240.46,2
0.68.3.115,1
0.67.255.90,1
0.68.38.1,1
0.68.2.12,2
0.37.176.123,3
34.246.210.116,1
0.68.15.43,1
0.68.84.87,2
0.68.9.252,1
0.68.75.92,1
0.85.145.154,1
0.68.15.94,1
0.86.104.224,1
0.68.5.138,1
0.85.149.8,1
0.68.119.47,1
0.85.133.212,1
0.68.81.89,1
0.67.251.3,1
0.68.2.115,1
0.85.204.156,1
0.85.133.69,1
0.68.13.171,1
0.68.1.140,1
0.85.127.77,1
0.69.65.175,1
0.68.10.83,1
0.68.15.51,1
0.43.208.149,1
45.76.112.195,1
0.86.108.134,1
0.68.30.158,1
0.68.9.173,1
0.68.19.110,1
0.68.81.143,1
0.68.7.152,1
0.68.20.255,1
0.68.12.138,1
0.85.161.111,1
0.44.42.54,4
0.68.22.85,1
0.68.29.138,1
0.68.9.107,1
0.68.16.217,2
0.68.44.148,1
0.68.19.43,1
0.68.46.132,1
0.74.138.169,8
0.68.18.38,1
0.86.123.220,1
0.68.105.54,1
0.68.12.167,3
0.85.12.118,2
0.42.144.73,1
0.68.19.100,2
0.68.24.192,1
0.68.30.251,1
0.86.118.255,167
0.79.105.19,4
0.11.255.170,5
0.33.117.63,2
0.85.155.144,1
0.31.60.183,2
0.68.56.34,1
0.68.39.179,1
0.68.24.105,1
0.68.31.30,1
0.68.26.150,1
0.68.30.122,2
0.85.253.6,1
0.68.33.128,1
0.68.34.215,1
0.35.200.200,1
0.40.73.65,4
0.68.43.38,2
0.68.33.115,1
0.68.41.203,1
0.85.168.27,2
0.68.40.125,1
0.68.43.53,1
0.78.48.204,4
0.68.56.115,1
0.55.102.213,2
0.68.129.72,1
0.68.50.145,1
0.44.74.188,1
0.68.40.230,1
0.68.43.225,1
0.84.31.80,33
162.241.226.151,3
132.248.3.199,1
0.85.189.254,1
0.68.60.12,1
0.68.39.226,2
0.67.192.111,2
0.68.63.243,1
0.68.47.183,1
0.68.43.178,3
0.68.48.10,1
0.68.60.23,1
0.47.99.26,2
0.68.60.245,1
0.59.190.14,2
0.68.48.171,2
0.20.90.60,10
0.52.167.91,2
0.68.51.68,1
0.65.105.164,1
108.188.29.235,1
0.68.51.75,1
0.68.65.204,1
0.68.70.155,1
0.68.135.119,1
0.85.195.39,2
0.86.34.201,1
0.85.197.169,2
0.85.195.102,1
0.68.168.131,1
0.68.45.134,1
0.68.49.178,1
0.43.174.37,8
0.68.53.169,1
0.68.56.186,1
0.68.45.126,1
0.85.209.177,1
0.68.69.211,1
0.68.53.9,2
0.85.201.204,1
0.68.62.40,1
0.12.5.200,4
0.68.76.213,2
0.86.177.2,1
0.68.65.214,1
0.68.59.223,1
0.9.145.169,4
0.68.152.227,1
0.68.72.103,2
0.68.72.172,1
0.68.68.142,2
0.86.185.157,3
0.86.181.154,29
0.68.61.14,1
0.68.60.105,1
0.68.78.231,1
0.68.73.92,1
0.86.186.197,1
0.68.135.81,1
0.68.75.212,1
0.42.239.130,2
0.22.202.78,2
0.85.218.183,2
0.79.218.2,11
103.5.143.58,1
0.68.73.171,2
0.64.79.47,1
0.68.77.190,1
0.86.130.71,4
0.68.90.163,1
0.68.173.207,1
0.68.73.7,3
0.68.86.157,1
0.68.64.184,1
0.68.71.40,1
0.67.139.5,2
0.68.75.118,3
0.68.79.173,1
0.55.86.93,2
0.42.181.54,3
0.85.225.212,1
0.68.167.32,1
0.86.204.143,1
0.77.208.134,29
0.86.83.245,1
0.68.154.218,1
0.86.143.227,1
0.17.144.186,7
0.68.87.42,1
0.68.88.214,1
0.68.91.119,1
0.68.118.153,1
0.68.78.116,1
0.42.21.57,5
212.2.115.179,1
0.68.95.80,1
0.68.105.146,2
198.18.1.243,3
0.68.100.150,2
0.68.104.102,1
0.85.241.229,1
0.68.80.66,1
0.68.98.22,1
0.68.110.42,2
0.68.86.204,1
0.68.92.241,2
0.68.100.147,1
0.86.55.28,1
0.68.87.129,1
0.68.98.35,1
0.85.252.85,1
91.239.26.152,1
0.68.196.247,1
0.86.0.34,1
0.68.88.81,4
0.13.165.228,5
0.68.105.206,1
0.16.224.19,3
0.85.249.162,1
0.68.101.84,1
0.16.42.34,2
0.68.170.91,2
0.86.236.48,1
0.68.202.125,1
0.68.98.56,1
0.40.24.48,2
0.68.115.38,1
0.68.179.196,1
0.68.124.235,1
0.86.13.227,1
0.68.191.96,1
193.91.208.22,1
0.69.14.44,1
0.68.126.167,1
0.68.122.112,1
0.68.122.123,1
0.86.24.27,1
0.68.116.188,1
0.44.3.162,1
0.68.125.192,1
0.68.122.23,1
0.24.70.94,3
0.68.121.154,1
0.68.116.14,2
0.86.19.149,2
0.68.119.163,1
0.27.97.54,2
0.68.125.130,1
0.68.222.11,2
0.68.110.210,1
0.68.123.13,2
0.68.125.27,1
0.86.26.212,1
0.68.122.186,1
52.30.3.152,2
91.195.240.39,2
0.57.214.154,2
0.86.99.218,1
0.87.6.20,1
0.76.207.241,2
211.119.106.159,1
0.68.200.240,1
0.68.140.164,5
0.86.32.55,1
0.86.39.105,1
0.68.213.161,1
0.86.34.101,1
0.68.131.146,1
0.68.129.111,3
65.108.151.73,1
0.68.133.176,1
0.86.45.155,1
0.68.135.115,1
0.48.212.37,3
0.68.135.171,1
0.86.85.139,1
0.86.82.27,2
0.56.89.100,8
0.68.151.139,1
0.79.65.131,4
0.68.127.36,1
0.68.136.9,1
0.86.48.44,1
104.156.52.202,1
0.13.204.76,1
0.25.61.98,2
26.66.71.17,1
162.241.225.141,4
0.86.54.164,1
0.68.222.230,1
0.68.137.204,1
116.241.166.129,1
0.68.77.212,3
0.68.146.218,2
0.26.157.108,1
0.68.165.230,2
0.70.110.152,2
0.68.142.72,3
0.68.143.129,2
0.68.136.238,5
0.68.142.90,1
0.68.238.167,1
0.31.249.129,5
0.68.147.231,1
0.68.155.36,2
91.226.31.86,1
0.87.42.116,1
108.167.165.149,5
0.68.165.186,1
0.68.187.21,2
95.179.208.134,2
143.198.124.100,2
0.68.161.177,1
0.86.66.142,1
146.190.101.214,1
0.68.149.45,1
0.68.238.153,1
0.86.81.159,1
0.68.167.68,2
0.68.161.210,1
0.68.178.179,1
0.68.247.200,1
0.86.164.0,1
0.87.59.61,1
0.68.166.211,1
0.74.20.241,2
0.78.89.94,3
0.68.163.219,4
0.26.174.150,1
0.69.59.30,1
0.86.231.95,1
0.68.177.89,1
0.68.174.53,1
0.68.179.119,1
0.68.158.159,1
0.68.165.121,1
84.248.168.135,1
0.31.169.51,2
0.86.84.56,1
0.68.191.189,1
0.68.175.8,1
0.68.160.32,1
0.87.70.107,3
103.5.141.140,1
168.215.195.212,1
0.17.55.229,3
0.68.169.29,4
162.241.24.17,4
0.17.108.193,2
0.68.198.73,1
0.69.20.147,1
140.186.20.173,1
0.68.213.16,1
0.68.209.108,1
0.69.2.136,1
0.68.177.159,1
0.87.81.116,1
0.68.182.250,1
0.68.175.121,1
0.68.174.148,1
0.68.186.158,2
0.68.181.207,1
0.68.195.91,3
0.57.61.157,2
0.86.102.85,1
0.68.206.70,1
0.86.111.78,1
0.69.28.191,1
0.68.187.214,1
0.86.129.161,1
0.86.106.186,1
0.68.192.136,1
0.68.188.88,1
0.68.207.96,1
45.48.112.119,1
0.86.133.142,1
0.69.48.74,1
0.64.138.39,3
0.68.183.41,1
0.68.251.78,1
0.68.194.36,1
0.68.189.176,2
0.68.200.123,1
0.86.128.35,1
0.68.193.66,1
0.68.192.127,1
0.68.193.234,1
0.86.210.191,1
0.68.202.92,1
0.68.199.26,1
185.107.193.163,2
185.107.194.163,2
0.86.127.52,1
54.66.254.23,1
0.68.197.198,1
0.68.219.107,1
194.169.160.30,1
0.68.201.2,1
0.24.141.24,4
0.68.205.170,1
0.87.114.110,1
0.87.115.208,1
0.87.115.209,1
0.68.215.162,1
0.68.200.178,4
0.68.199.241,1
0.68.210.21,1
0.68.207.230,4
0.68.211.44,1
0.68.214.86,1
0.68.206.31,1
0.69.41.21,1
0.82.106.252,2
129.150.41.150,1
0.86.150.146,1
0.68.213.148,1
158.247.232.84,1
0.72.212.65,5
0.86.155.113,1
0.45.243.185,1
0.86.145.84,1
0.87.125.210,1
0.86.234.74,1
0.86.153.104,1
0.68.243.113,1
0.68.223.238,1
